LOCATION,TIME,(TIG)Value,(TIG)MbT,(TIG)sbT,(TIG)SND by TIME,(PLI)Value,(PLI)5MA,(GDP)Value,(GDP)Change(%),(GDP)Mean of Change(%) by TIME,(GDP)std of Change(%) by TIME,(GDP)SND of Change(%) by TIME,(GDPC)Value,(GDPC)Change(%),(GDPC)Mean of Change(%) by TIME,(GDPC)std of Change(%) by TIME,(GDPC)SND of Change(%) by TIME,(MP)Value,(MP)Change(%)
AUS,2006,53.206332837474,44.32485506322183,15.541080136882927,0.5714839442320465,106,96.2,775886.237,7.838806070062894,10.40412779820608,4.506349544641763,-0.5692682519920054,37938.792079,6.392940266667739,9.686844228757316,4.6737059519078645,-0.7047734701291948,96.240525,-0.0919815221003253
AUS,2007,52.6932810746771,41.77491106445286,14.15647313636618,0.7712634287544642,115,103.0,826594.305,6.535502961885904,7.928580511740587,3.0969568746491762,-0.4498214234941488,39687.44861,4.609151834245989,7.15924260695184,3.4064047969235975,-0.748616481226452,96.37142,0.1360081940533837
AUS,2008,64.4675424053232,43.66694967015806,16.809569422892473,1.2374256717627405,117,108.2,852737.657,3.1627791096383078,5.588323746069581,3.942905528382498,-0.615166815175079,40130.341686,1.1159525026469077,4.803623181458596,4.187269849313401,-0.8806861777528779,97.755947,1.4366572579297945
AUS,2010,60.9752918764891,43.53485040339275,14.40637502648125,1.2106058214532105,136,117.0,943323.0,4.35490395688925,4.763308318151878,3.9732516973340974,-0.10278844442114045,42816.42896,2.744000437454297,4.2139089890315855,3.849651891897281,-0.38182895307265086,96.647139,0.3090398681440431
AUS,2011,53.0786719332192,39.65335938615681,15.987185655451624,0.8397545907327575,149,125.6,992802.546,5.245239011452067,5.6045269044484165,3.9504350891947944,-0.0909489423023484,44440.579478,3.793288131332292,5.093301974615073,3.9225468534281505,-0.33142085789150505,96.862811,0.2231540449428077
AUS,2012,42.0419178918908,39.044092689813155,16.38886307652328,0.18291843601841834,158,134.2,997651.363,0.4883969143245971,3.153958334425415,2.7249220958858413,-0.9782156429812626,43884.635595,-1.2509825243732835,2.6274451116920665,2.7278272376216304,-1.4218010519782471,97.637247,0.7995184034045931
AUS,2013,45.5871468172797,36.94838111902051,14.082697298601431,0.6134311854531672,143,139.4,1104672.434,10.727301637536064,5.018784782656356,2.254141929651248,2.532456709929932,47763.2159,8.838128088368837,4.464189224833642,2.076304030314301,2.106598455561004,98.308476,0.6874722717243316
AUS,2014,46.4676233517878,41.505643321551005,14.599442713872033,0.33987461901693294,135,144.2,1117601.897,1.1704341125977824,3.5389780613630037,2.198750247376336,-1.077222823097572,47606.754929,-0.3275762907748438,2.8831034215428257,2.2098273280838496,-1.452909768792507,98.228466,-0.0813866751428447
AUS,2015,47.855683708198,42.277761263917455,15.695115917001164,0.35539224264272323,126,142.2,1124752.51,0.6398175431872853,3.4526055509211764,6.253698514403818,-0.449779918436321,47226.759745,-0.798195937880493,2.8344234145490006,6.154634036957823,-0.5902250776595424,100.0,1.8034833202017049
AUS,2016,45.2731750058896,40.92623875278445,14.884233533007851,0.2920497211673826,125,137.4,1212854.276,7.83299127734332,5.1214331685568775,2.975183156355372,0.9113919937985018,50136.798381,6.161842675027243,4.470000501120729,2.9071392517776875,0.5819611746743708,99.806189,-0.1938109999999966
AUS,2017,45.3406962891371,44.03116745707505,16.422756231534397,0.079738675627879,131,132.0,1247085.553,2.822373443980009,5.376455625272657,2.152500143417216,-1.1865653942479637,50706.489861,1.1362741507162002,4.7158264926601605,2.3370986200154067,-1.5316222906846624,100.717714,0.913295066300946
AUS,2018,46.8836874513729,44.397383956042994,16.175279976067596,0.1537100748183993,126,128.6,1323863.624,6.156600147864915,5.301117389727593,2.1248414128507744,0.402610167969934,53025.386896,4.573176020183444,4.596932280283005,2.3812707999375053,-0.009976295052282036,100.704068,-0.013548758662249
AUS,2019,46.8700014928596,45.8396644338015,14.586553847121841,0.07063608511351022,121,125.8,1337588.806,1.0367519547466642,5.04410774481048,2.820987937364287,-1.4205504876451116,52785.250556,-0.4528705098766933,4.288184674462961,3.0426623119064566,-1.558193022533949,101.02576,0.3194429047295276
AUS,2020,44.6422249484244,48.93677344745951,16.52507948518914,-0.2598806561193346,118,124.2,1430866.404,6.973562994964238,-1.9027268924732976,3.8231305253262806,2.321733414184178,55772.741079,5.659707004384804,-2.475884831396366,3.791417971531695,2.14579133634651,102.457099,1.4168059710711347
AUS,2021,51.9226387269998,46.69577321598892,15.551874224100853,0.3360923214586424,125,124.2,1595112.956,11.478818116132098,8.99504375790438,4.2419794918799845,0.5855224814222156,62095.40433,11.336475720359848,8.579193050444031,4.003492072897105,0.6887194028888197,103.529277,1.046465311300678
AUS,2022,49.9118816780199,48.790262672895125,13.477240149492323,0.08322319649153305,123,122.6,1784017.42,11.842701376691714,12.532899830173761,6.28262136402757,-0.10985835585030146,68626.348552,10.517596740802151,11.747921245465811,6.035160209457196,-0.20385946055511847,102.917533,-0.5908898600730955
AUT,2006,49.7037785972272,44.32485506322183,15.541080136882927,0.34611001852051554,108,104.6,311394.8,8.090646399176974,10.40412779820608,4.506349544641763,-0.5133825896350921,37662.888035,7.532801955328786,9.686844228757316,4.6737059519078645,-0.46088527938930846,98.630096,2.096448059437519
AUT,2008,25.724219330429,43.66694967015806,16.809569422892473,-1.0674116563207958,119,111.6,343812.976,5.097329506728504,5.588323746069581,3.942905528382498,-0.12452599632598815,41316.022642,4.764515552922876,4.803623181458596,4.187269849313401,-0.009339648492473566,100.134589,-0.4491483244782679
AUT,2009,48.1052139950794,41.29111045644379,13.951411659876367,0.4884167785137234,116,113.2,341396.516,-0.7028414192255562,-2.387301811248482,4.133338858849045,0.4075301952117167,40927.556365,-0.9402315425326288,-3.044423237826192,3.7101222801451965,0.5671488798507243,97.973545,-2.15813938178745
AUT,2010,49.1841077639318,43.53485040339275,14.40637502648125,0.39213593635836885,110,113.6,351323.808,2.9078480695450377,4.763308318151878,3.9732516973340974,-0.4669878452079399,42019.005887,2.6667839933228388,4.2139089890315855,3.849651891897281,-0.40188698592855215,98.933104,0.9794062264461276
AUT,2011,40.6920116166579,39.65335938615681,15.987185655451624,0.06496779688968664,111,114.2,373031.477,6.178820935471585,5.6045269044484165,3.9504350891947944,0.14537488100841692,44469.209642,5.831179732307888,5.093301974615073,3.9225468534281505,0.18811190414409926,99.598083,0.6721501429895522
AUT,2012,37.6573862243166,39.044092689813155,16.38886307652328,-0.08461273115906259,104,112.0,391635.176,4.987166002615903,3.153958334425415,2.7249220958858413,0.6727559921651752,46477.655075,4.516485561963028,2.6274451116920665,2.7278272376216304,0.692507364182638,99.863452,0.2664398671207282
AUT,2013,41.7099238673145,36.94838111902051,14.082697298601431,0.3381129798740235,108,109.8,406370.245,3.7624477838017336,5.018784782656356,2.254141929651248,-0.5573460048493919,47936.677963,3.139192125002015,4.464189224833642,2.076304030314301,-0.6381517737703639,99.561134,-0.3027313736360722
AUT,2014,40.7695403712258,41.505643321551005,14.599442713872033,-0.05041993483941528,110,108.6,417059.519,2.630427333576053,3.5389780613630037,2.198750247376336,-0.41321233681318786,48813.534409,1.829197356305752,2.8831034215428257,2.2098273280838496,-0.4769178350920839,99.383822,-0.1780935922244523
AUT,2015,45.4789863460126,42.277761263917455,15.695115917001164,0.20396313726026907,101,106.8,430975.924,3.336791121173289,3.4526055509211764,6.253698514403818,-0.018519349706599703,49942.056293,2.311903650623443,2.8344234145490006,6.154634036957823,-0.08489859198579319,100.0,0.619998293082354
AUT,2016,43.2638218460391,40.92623875278445,14.884233533007851,0.15705095516478804,100,104.6,460282.647,6.800083570329557,5.1214331685568775,2.975183156355372,0.5642174997485002,52665.087457,5.452380951285874,4.470000501120729,2.9071392517776875,0.3379199842472042,99.678641,-0.321359000000001
AUT,2017,43.5907940906151,44.03116745707505,16.422756231534397,-0.02681482695422112,101,104.0,476590.588,3.543027551938101,5.376455625272657,2.152500143417216,-0.8517667601284731,54188.360666,2.8923776310895173,4.7158264926601605,2.3370986200154067,-0.7802190485049462,100.411321,0.7350421240193293
AUT,2018,48.8678724760577,44.397383956042994,16.175279976067596,0.2763778139623605,104,103.2,503361.417,5.617154361428562,5.301117389727593,2.1248414128507744,0.14873438073524783,56956.110562,5.107646479766273,4.596932280283005,2.3812707999375053,0.2144712812573318,100.555899,0.143985756347131
AUT,2019,51.2338260131346,45.8396644338015,14.586553847121841,0.36980369975444577,99,101.0,530139.203,5.319793113980359,5.04410774481048,2.820987937364287,0.09772653243865265,59716.251399,4.846083782345754,4.288184674462961,3.0426623119064566,0.18335886493208203,99.903695,-0.6485984477151336
AUT,2020,62.6177826842198,48.93677344745951,16.52507948518914,0.8278937023584128,101,101.0,510361.633,-3.730637139845704,-1.9027268924732976,3.8231305253262806,-0.47811871325434424,57235.673886,-4.1539404347834585,-2.475884831396366,3.791417971531695,-0.4425931448305011,99.168515,-0.7358886976102332
AUT,2021,61.0458963307101,46.69577321598892,15.551874224100853,0.9227262841724047,103,101.6,535814.997,4.987319256422241,8.99504375790438,4.2419794918799845,-0.944776963008365,59857.431692,4.580635865704887,8.579193050444031,4.003492072897105,-0.9987673540828595,99.381929,0.2152033838562574
BEL,2006,55.170499554232,44.32485506322183,15.541080136882927,0.6978694141902468,110,104.6,371888.473,6.9694939865964205,10.40412779820608,4.506349544641763,-0.7621765195053681,35256.775979,6.26569395255016,9.686844228757316,4.6737059519078645,-0.7319994692457278,100.491002,-0.0727217518722938
BEL,2007,60.2238274696858,41.77491106445286,14.15647313636618,1.3032141711794034,117,109.6,390981.666,5.13411799133662,7.928580511740587,3.0969568746491762,-0.9023252933480143,36795.850249,4.365329010561612,7.15924260695184,3.4064047969235975,-0.8201942408352276,101.602945,1.1065100137025312
BEL,2008,46.3137074638764,43.66694967015806,16.809569422892473,0.15745541882314917,120,113.0,405729.43,3.7719835180199897,5.588323746069581,3.942905528382498,-0.46066034678612006,37883.233422,2.9551788194636064,4.803623181458596,4.187269849313401,-0.44144381148448897,100.117406,-1.4621023042196295
BEL,2010,33.6516478821503,43.53485040339275,14.40637502648125,-0.6860297960503962,109,114.6,434058.868,6.500096998861104,4.763308318151878,3.9732516973340974,0.43712022620528834,39837.995894,5.531434379968697,4.2139089890315855,3.849651891897281,0.34224533228841536,99.250335,1.032413409762519
BEL,2011,28.9129467541356,39.65335938615681,15.987185655451624,-0.6718138428797649,111,114.8,451932.625,4.117818645741845,5.6045269044484165,3.9504350891947944,-0.37634038406883513,40942.230717,2.7718131854276025,5.093301974615073,3.9225468534281505,-0.5918320101539595,98.330242,-0.9270427147676716
BEL,2012,44.0117182467805,39.044092689813155,16.38886307652328,0.30310983341384834,105,112.4,469720.336,3.9359209793716503,3.153958334425415,2.7249220958858413,0.28696697279047456,42290.858433,3.293977129194445,2.6274451116920665,2.7278272376216304,0.24434539266626062,98.170227,-0.1627322345042142
BEL,2013,55.4124504898777,36.94838111902051,14.082697298601431,1.3111173931637994,109,110.2,487343.796,3.7519048355615503,5.018784782656356,2.254141929651248,-0.5620231496651199,43671.146878,3.2637985989022744,4.464189224833642,2.076304030314301,-0.5781381764931881,98.323205,0.1558293228760737
BEL,2014,46.911160946126,41.505643321551005,14.599442713872033,0.37025506593061985,110,108.8,503619.623,3.3397012814337845,3.5389780613630037,2.198750247376336,-0.09063183968575182,44929.532494,2.8815034776060124,2.8831034215428257,2.2098273280838496,-0.0007240131011505791,99.093971,0.7839105732975189
BEL,2015,45.9024212028926,42.277761263917455,15.695115917001164,0.2309419030826565,101,107.2,520877.807,3.4268291408494123,3.4526055509211764,6.253698514403818,-0.004121786493607688,46200.86629,2.829617237102959,2.8344234145490006,6.154634036957823,-0.0007809038550759021,100.0,0.9143129403906962
BEL,2016,41.917750565944,40.92623875278445,14.884233533007851,0.06661490569606643,100,105.0,550677.566,5.721065209445567,5.1214331685568775,2.975183156355372,0.20154458040937703,48597.487117,5.187393699409351,4.470000501120729,2.9071392517776875,0.2467694651537395,99.632842,-0.3671580000000034
BEL,2017,44.9731910860775,44.03116745707505,16.422756231534397,0.057360872664821545,102,104.4,573788.528,4.1968228645798975,5.376455625272657,2.152500143417216,-0.5480291206020667,50442.060625,3.79561499457602,4.7158264926601605,2.3370986200154067,-0.3937409787517116,99.146236,-0.4883991967226979
BEL,2018,44.1944530799293,44.397383956042994,16.175279976067596,-0.01254574118123087,104,103.4,600269.926,4.615184289637789,5.301117389727593,2.1248414128507744,-0.32281613862633085,52530.381806,4.140039393959631,4.596932280283005,2.3812707999375053,-0.19186935242113767,99.022295,-0.1250082756545615
BEL,2019,32.7901154348457,45.8396644338015,14.586553847121841,-0.8946286515461418,99,101.2,641140.489,6.80869742589769,5.04410774481048,2.820987937364287,0.625521881081103,55804.725289,6.233237548305826,4.288184674462961,3.0426623119064566,0.6392601854736036,99.400103,0.3815383192239704
