LOCATION,TIME,(TIG)Value,(TIG)MbT,(TIG)sbT,(TIG)SND by TIME,(PLI)Value,(PLI)5MA,(GDP)Value,(GDP)Change(%),(GDP)Mean of Change(%) by TIME,(GDP)std of Change(%) by TIME,(GDP)SND of Change(%) by TIME,(GDPC)Value,(GDPC)Change(%),(GDPC)Mean of Change(%) by TIME,(GDPC)std of Change(%) by TIME,(GDPC)SND of Change(%) by TIME,(MP)Value,(MP)Change(%)
BEL,2020,29.4799600657363,48.93677344745951,16.52507948518914,-1.177411182751749,98,100.6,630920.981,-1.5939576700169868,-1.9027268924732976,3.8231305253262806,0.08076345298986601,54652.164337,-2.065346520444548,-2.475884831396366,3.791417971531695,0.10828094238999583,99.596457,0.1975390307191125
BEL,2021,47.3133105255303,46.69577321598892,15.551874224100853,0.039708224272054234,100,100.6,689479.057,9.281364507356589,8.99504375790438,4.2419794918799845,0.06749696692317468,59479.895839,8.833559586461936,8.579193050444031,4.003492072897105,0.063536165773855,99.704958,0.1089406222552715
BEL,2022,57.2408419337754,48.790262672895125,13.477240149492323,0.6270259464953292,95,99.2,765169.283,10.977886163698228,12.532899830173761,6.28262136402757,-0.24751032672111695,65509.386133,10.137022281142874,11.747921245465811,6.035160209457196,-0.26691900602715257,100.81307,1.1113910704420449
CAN,2006,44.2817551871269,44.32485506322183,15.541080136882927,-0.002773287037665297,107,95.8,1241618.911,5.999858220519213,10.40412779820608,4.506349544641763,-0.9773475257647792,38120.176792,4.934296983077967,9.686844228757316,4.6737059519078645,-1.0168691172664168,98.501622,0.3122776712997165
CAN,2007,63.7823809824318,41.77491106445286,14.15647313636618,1.5545870575238512,109,100.0,1301593.852,4.8303823716486445,7.928580511740587,3.0969568746491762,-1.0004008016556274,39575.324973,3.8172650377250754,7.15924260695184,3.4064047969235975,-0.9810864440553222,97.855107,-0.6563495979792026
CAN,2008,59.037096129753,43.66694967015806,16.809569422892473,0.9143688379467221,109,103.6,1342396.613,3.1348304954962205,5.588323746069581,3.942905528382498,-0.6222551448195259,40376.330167,2.024001557906291,4.803623181458596,4.187269849313401,-0.6638267232784358,96.885582,-0.9907760869343328
CAN,2009,60.8264014758515,41.29111045644379,13.951411659876367,1.400237588543841,104,105.6,1307000.658,-2.6367732648622115,-2.387301811248482,4.133338858849045,-0.060355916157137035,38865.406022,-3.7421036997435975,-3.044423237826192,3.7101222801451965,-0.18804783487893595,95.844742,-1.0742981344737166
CAN,2010,55.1076448952314,43.53485040339275,14.40637502648125,0.8033106503590237,117,109.2,1363578.975,4.328866757158131,4.763308318151878,3.9732516973340974,-0.10934156557090007,40099.497886,3.175296466223533,4.2139089890315855,3.849651891897281,-0.2697938805828435,96.646049,0.8360469059429556
CAN,2011,55.3290517483987,39.65335938615681,15.987185655451624,0.9805160645580221,120,111.8,1430807.125,4.930271823823031,5.6045269044484165,3.9504350891947944,-0.1706786886511826,41666.718851,3.908330646571928,5.093301974615073,3.9225468534281505,-0.30209233243639333,97.900613,1.298101694772853
CAN,2012,52.3448147672759,39.044092689813155,16.38886307652328,0.8115707609099355,123,114.6,1468094.965,2.6060703325055137,3.153958334425415,2.7249220958858413,-0.2010655654145552,42290.879082,1.497982678290546,2.6274451116920665,2.7278272376216304,-0.41405204032873033,97.535449,-0.3729946001461779
CAN,2013,50.5975994689002,36.94838111902051,14.082697298601431,0.9692190395397626,121,117.0,1554122.745,5.859823924946165,5.018784782656356,2.254141929651248,0.3731083350283679,44298.514462,4.74720654566506,4.464189224833642,2.076304030314301,0.1363082268778222,98.440479,0.9278985325632698
CAN,2014,51.6953607599081,41.505643321551005,14.599442713872033,0.6979524929862612,115,119.2,1621396.709,4.328742000362392,3.5389780613630037,2.198750247376336,0.35918765214092685,45753.782936,3.2851405779043845,2.8831034215428257,2.2098273280838496,0.1819314800085158,100.495984,2.08806887256208
CAN,2015,64.4104144291728,42.277761263917455,15.695115917001164,1.4101618160896128,111,118.0,1594850.842,-1.637222208029046,3.4526055509211764,6.253698514403818,-0.8138908115297031,44670.054374,-2.368609746468208,2.8344234145490006,6.154634036957823,-0.8453846532179868,100.0,-0.4935361397128138
CAN,2016,61.8195286361391,40.92623875278445,14.884233533007851,1.4037195692355189,105,115.0,1678093.396,5.219457005497195,5.1214331685568775,2.975183156355372,0.032947160490246125,46472.368771,4.0347262215311535,4.470000501120729,2.9071392517776875,-0.1497259821054011,100.398101,0.3981009999999969
CAN,2017,65.2735971510871,44.03116745707505,16.422756231534397,1.2934753091702773,108,112.0,1765763.154,5.224367023252391,5.376455625272657,2.152500143417216,-0.0706567209695124,48317.191163,3.9697188690567033,4.7158264926601605,2.3370986200154067,-0.31924524588463393,101.918903,1.5147716787989878
CAN,2018,61.0466915368588,44.397383956042994,16.175279976067596,1.0293056815986843,107,109.2,1852987.755,4.939767873307871,5.301117389727593,2.1248414128507744,-0.17005952267040977,49992.811418,3.467958742359881,4.596932280283005,2.3812707999375053,-0.4741054809695532,102.216831,0.2923186879277918
CAN,2019,54.9280966328576,45.8396644338015,14.586553847121841,0.6230691837365954,110,108.2,1873760.081,1.12101798535631,5.04410774481048,2.820987937364287,-1.3906793813232685,49832.414539,-0.3208398856765409,4.288184674462961,3.0426623119064566,-1.5147998981364457,102.479174,0.2566534272618971
CAN,2020,60.0424110070179,48.93677344745951,16.52507948518914,0.6720474518450571,108,107.6,1794940.001,-4.20651932972843,-1.9027268924732976,3.8231305253262806,-0.6025931947637382,47226.357276,-5.229642767882408,-2.475884831396366,3.791417971531695,-0.7263134682493343,106.129147,3.561672930736154
CAN,2021,61.0411167292314,46.69577321598892,15.551874224100853,0.9224189513448734,114,109.4,2026899.115,12.9229452723083,8.99504375790438,4.2419794918799845,0.925959571922195,53023.405782,12.27502784540616,8.579193050444031,4.003492072897105,0.9231527695489251,103.292068,-2.6732326417360186
CAN,2022,50.6668033321548,48.790262672895125,13.477240149492323,0.13923775479584094,117,111.2,2271469.345,12.06622609828315,12.532899830173761,6.28262136402757,-0.07428009820274163,58347.676945,10.041360196457696,11.747921245465811,6.035160209457196,-0.2827698005984839,102.883713,-0.3953401339587859
DNK,2006,66.868331656725,44.32485506322183,15.541080136882927,1.450573344641714,140,135.6,202984.122,9.67699995957304,10.40412779820608,4.506349544641763,-0.1613562888164379,37333.84624,9.313898043473566,9.686844228757316,4.6737059519078645,-0.0797966729446273,99.39161,0.8252073258922236
DNK,2007,59.2505953511862,41.77491106445286,14.15647313636618,1.2344659660915491,145,140.4,213056.909,4.962352178462516,7.928580511740587,3.0969568746491762,-0.9577880652968686,39021.411928,4.520203134580656,7.15924260695184,3.4064047969235975,-0.7747286742769269,98.717818,-0.6779163754365242
DNK,2008,66.5933894811951,43.66694967015806,16.809569422892473,1.363892151800996,147,142.6,226767.494,6.435175026405734,5.588323746069581,3.942905528382498,0.21477848612912548,41282.995471,5.795750156793251,4.803623181458596,4.187269849313401,0.23693886733794758,96.508022,-2.238497613470344
DNK,2009,62.6578141490452,41.29111045644379,13.951411659876367,1.5315083672895333,142,143.0,222756.489,-1.768774231812962,-2.387301811248482,4.133338858849045,0.14964356917200664,40332.516629,-2.3023495053010032,-3.044423237826192,3.7101222801451965,0.20001328163667634,93.741612,-2.866507822531057
DNK,2010,58.6689437181275,43.53485040339275,14.40637502648125,1.0505136293422763,133,141.4,238555.117,7.092331213749737,4.763308318151878,3.9732516973340974,0.5861755239821695,43006.150516,6.628978577244545,4.2139089890315855,3.849651891897281,0.6273475254466981,96.196321,2.618590557200994
DNK,2011,47.1823328841313,39.65335938615681,15.987185655451624,0.4709380162484767,133,140.0,247352.237,3.6876677015484,5.6045269044484165,3.9504350891947944,-0.48522736347269646,44407.94207,3.259514132701725,5.093301974615073,3.9225468534281505,-0.46749928310242883,96.447153,0.2607500966695001
DNK,2012,53.4252789831086,39.044092689813155,16.38886307652328,0.8774974948626062,129,136.8,250524.599,1.2825281220318998,3.153958334425415,2.7249220958858413,-0.6867830149049213,44808.549212,0.9021069730466814,2.6274451116920665,2.7278272376216304,-0.6324953849165657,97.3828,0.9701136538473074
DNK,2013,39.1405106681844,36.94838111902051,14.082697298601431,0.15566119917819934,134,134.2,262368.12,4.727488257550313,5.018784782656356,2.254141929651248,-0.12922723333180325,46742.939663,4.317012010024993,4.464189224833642,2.076304030314301,-0.07088423114334047,97.760369,0.3877163112993198
DNK,2014,45.7836906639968,41.505643321551005,14.599442713872033,0.29302812622983887,135,132.8,270330.607,3.034853091145381,3.5389780613630037,2.198750247376336,-0.22927795952231095,47905.477079,2.487086658180853,2.8831034215428257,2.2098273280838496,-0.17920710741927534,98.847185,1.111714298050572
DNK,2015,57.9888642484797,42.277761263917455,15.695115917001164,1.001018601432804,124,131.0,278748.365,3.113875300106129,3.4526055509211764,6.253698514403818,-0.05416478745095684,49058.142344,2.4061241746933555,2.8344234145490006,6.154634036957823,-0.0695897168351133,100.0,1.1662598181222903
DNK,2016,46.7660707808524,40.92623875278445,14.884233533007851,0.3923502016491018,122,128.8,297719.06,6.805670411734974,5.1214331685568775,2.975183156355372,0.566095314024735,51967.020438,5.929450148362103,4.470000501120729,2.9071392517776875,0.5020226142758505,101.083241,1.083241000000001
DNK,2017,57.2353315512816,44.03116745707505,16.422756231534397,0.8040163239379013,121,127.2,319130.165,7.191714564730918,5.376455625272657,2.152500143417216,0.8433258158006135,55356.49009,6.5223474877568846,4.7158264926601605,2.3370986200154067,0.7729759367556407,102.561762,1.4626766864350942
DNK,2018,63.2478459186145,44.397383956042994,16.175279976067596,1.1653870591706617,123,125.0,333035.355,4.357215808790749,5.301117389727593,2.1248414128507744,-0.44422213122741555,57479.350221,3.8348893283309695,4.596932280283005,2.3812707999375053,-0.3200152422698142,104.012731,1.4147270597788684
DNK,2019,63.2999031726247,45.8396644338015,14.586553847121841,1.197009171722105,117,121.4,348345.911,4.597276466337949,5.04410774481048,2.820987937364287,-0.15839531695765288,59884.11738,4.183706234941787,4.288184674462961,3.0426623119064566,-0.034337836016942284,104.449755,0.4201639508917363
DNK,2020,71.5797588737729,48.93677344745951,16.52507948518914,1.3702194562275798,118,120.2,354277.793,1.702871144079536,-1.9027268924732976,3.8231305253262806,0.9431009516069604,60768.060489,1.47608940011733,-2.475884831396366,3.791417971531695,1.042347285682443,104.046913,-0.3856801770382253
DNK,2021,65.1709716073998,46.69577321598892,15.551874224100853,1.1879724671885357,121,120.0,387053.183,9.251324990612668,8.99504375790438,4.2419794918799845,0.060415481309813585,66117.728509,8.803420706455434,8.579193050444031,4.003492072897105,0.056008017982446354,105.692315,1.58140395765513
DNK,2022,63.5359926406944,48.790262672895125,13.477240149492323,1.094120888567437,113,118.4,442119.714,14.227122632912168,12.532899830173761,6.28262136402757,0.2696681376406074,74859.416551,13.221398010988963,11.747921245465811,6.035160209457196,0.2441487407764569,105.451876,-0.2274895767019532
FIN,2006,75.7926285586337,44.32485506322183,15.541080136882927,2.024812510986984,120,116.6,181438.129,7.904628405164618,10.40412779820608,4.506349544641763,-0.5546616764368557,34452.676186,7.490737109577134,9.686844228757316,4.6737059519078645,-0.46988559866152974,102.417369,2.171508590303719
FIN,2008,72.3243452569938,43.66694967015806,16.809569422892473,1.704826272813868,127,122.2,212980.742,6.414974926115103,5.588323746069581,3.942905528382498,0.20965533515702559,40083.701943,5.920291386095736,4.803623181458596,4.187269849313401,0.26668169113109425,103.786407,-1.490158394198503
FIN,2010,46.1843622158383,43.53485040339275,14.40637502648125,0.18391245594921096,117,122.2,208926.59,3.05598615593141,4.763308318151878,3.9732516973340974,-0.4297040037423294,38954.131777,2.585226596945161,4.2139089890315855,3.849651891897281,-0.4230726408053838,100.281614,2.932753076213554
FIN,2011,56.5402382888227,39.65335938615681,15.987185655451624,1.0562758991234629,120,122.2,220471.171,5.525663822876736,5.6045269044484165,3.9504350891947944,-0.01996313818378791,40916.647325,5.03801640153289,5.093301974615073,3.9225468534281505,-0.014094305344973935,101.617171,1.3318064465934845
FIN,2012,59.7941598843626,39.044092689813155,16.38886307652328,1.2661077890310466,116,120.6,221285.636,0.369420181471253,3.153958334425415,2.7249220958858413,-1.0218780776002112,40872.854802,-0.1070286200434591,2.6274451116920665,2.7278272376216304,-1.0024365524407954,99.724293,-1.8627540811975527
FIN,2013,42.0593740626318,36.94838111902051,14.082697298601431,0.36292713215662636,123,119.8,225679.983,1.9858256863992785,5.018784782656356,2.254141929651248,-1.3455049375379502,41492.918416,1.5170548203783838,4.464189224833642,2.076304030314301,-1.4194137088917245,99.539645,-0.185158494931631
FIN,2014,46.8558861843762,41.505643321551005,14.599442713872033,0.366468978829002,125,120.2,228058.636,1.0539937873001306,3.5389780613630037,2.198750247376336,-1.1301803272236521,41749.864733,0.6192534215692121,2.8831034215428257,2.2098273280838496,-1.0244465579745579,99.430132,-0.1100194801779659
FIN,2015,55.7600285323456,42.277761263917455,15.695115917001164,0.8590103660097196,115,119.8,232867.602,2.1086533201926256,3.4526055509211764,6.253698514403818,-0.2149051841295348,42490.211049,1.773290334554808,2.8344234145490006,6.154634036957823,-0.17241205141072866,100.0,0.5731341078778811
FIN,2016,48.5727259093159,40.92623875278445,14.884233533007851,0.5137306626891002,113,118.4,246928.493,6.038148234978592,5.1214331685568775,2.975183156355372,0.30812054863361726,44934.488245,5.752565439557939,4.470000501120729,2.9071392517776875,0.44117767583817474,102.246799,2.246798999999996
FIN,2017,59.7538583335695,44.03116745707505,16.422756231534397,0.9573722373290965,113,117.8,262026.563,6.114349063799619,5.376455625272657,2.152500143417216,0.342807614105667,47570.270354,5.865833153876613,4.7158264926601605,2.3370986200154067,0.4920659536433561,104.644112,2.3446337914207085
FIN,2018,55.5102212646279,44.397383956042994,16.175279976067596,0.6870259633853071,116,116.4,273455.993,4.3619356255877095,5.301117389727593,2.1248414128507744,-0.4420008751993583,49573.255773,4.2105823744421365,4.596932280283005,2.3812707999375053,-0.16224526242500753,103.630474,-0.9686526844434402
FIN,2019,63.9188147034123,45.8396644338015,14.586553847121841,1.2394394494473486,111,113.6,286082.927,4.617537857361937,5.04410774481048,2.820987937364287,-0.1512129427420018,51811.599332,4.515224033800724,4.288184674462961,3.0426623119064566,0.07461865171475615,103.540797,-0.0865353563856215
FIN,2020,80.863288011065,48.93677344745951,16.52507948518914,1.9320036912512357,111,112.8,289224.32,1.098070770228096,-1.9027268924732976,3.8231305253262806,0.7849058887272216,52294.342491,0.9317279628962392,-2.475884831396366,3.791417971531695,0.8987700168852562,102.667595,-0.8433410069269527
FIN,2021,71.3731249908732,46.69577321598892,15.551874224100853,1.5867767073785615,113,112.8,303527.426,4.945333089554838,8.99504375790438,4.2419794918799845,-0.954674739965508,54773.513718,4.740801985275311,8.579193050444031,4.003492072897105,-0.958760750684112,103.646288,0.9532637829881888
FIN,2022,77.5449915345894,48.790262672895125,13.477240149492323,2.1335769447409785,107,111.6,330422.255,8.860757446017425,12.532899830173761,6.28262136402757,-0.5844920728761304,59461.616223,8.559068401447766,11.747921245465811,6.035160209457196,-0.528379153716758,105.021217,1.3265588440562337
