LOCATION,TIME,Value
GRC,2006,123.13472
GRC,2007,124.299873
GRC,2008,120.9743
GRC,2009,115.869681
GRC,2010,112.399425
GRC,2011,103.099347
GRC,2012,97.459455
GRC,2013,96.001263
GRC,2014,96.82099
GRC,2015,100.0
GRC,2016,97.626593
GRC,2017,99.321409
GRC,2018,97.627539
GRC,2019,99.81132
GRC,2020,99.416033
GRC,2021,100.487689
GRC,2022,101.886308
ITA,1985,93.573165
ITA,1986,94.396939
ITA,1987,95.376695
ITA,1988,97.184636
ITA,1989,99.365949
ITA,1990,99.486215
ITA,1991,98.945787
ITA,1992,99.35694
ITA,1993,100.02805
ITA,1994,103.069792
ITA,1995,105.329118
ITA,1996,104.931692
ITA,1997,105.965842
ITA,1998,105.561687
ITA,1999,105.518107
ITA,2000,107.595988
ITA,2001,107.544611
ITA,2002,105.873014
ITA,2003,104.478711
ITA,2004,104.739781
ITA,2005,104.573312
ITA,2006,104.165815
ITA,2007,103.759826
ITA,2008,102.438512
ITA,2009,99.056446
ITA,2010,100.775335
ITA,2011,101.175358
ITA,2012,99.756848
ITA,2013,99.729571
ITA,2014,99.773861
ITA,2015,100.0
ITA,2016,100.036824
ITA,2017,100.838975
ITA,2018,100.941388
ITA,2019,101.291382
ITA,2020,100.681154
ITA,2021,101.78152
ITA,2022,102.28439
JPN,1985,77.743389
JPN,1986,78.462993
JPN,1987,80.414638
JPN,1988,83.439657
JPN,1989,85.450547
JPN,1990,87.872207
JPN,1991,88.879595
JPN,1992,88.477207
JPN,1993,88.480552
JPN,1994,88.493877
JPN,1995,89.873233
JPN,1996,90.98908
JPN,1997,91.012159
JPN,1998,90.178538
JPN,1999,90.674702
JPN,2000,92.166585
JPN,2001,92.204951
JPN,2002,92.632445
JPN,2003,93.353973
JPN,2004,94.944083
JPN,2005,95.81938
JPN,2006,95.769071
JPN,2007,96.142674
JPN,2008,95.1465
JPN,2009,92.317455
JPN,2010,95.341659
JPN,2011,95.695962
JPN,2012,96.692619
JPN,2013,98.568588
JPN,2014,98.514444
JPN,2015,100.0
JPN,2016,100.048741
JPN,2017,100.942984
JPN,2018,101.32332
JPN,2019,101.543894
JPN,2020,99.388516
JPN,2021,100.96088
JPN,2022,101.700276
KOR,1990,48.650286
KOR,1991,51.327576
KOR,1992,52.627269
KOR,1993,54.075444
KOR,1994,56.269011
KOR,1995,58.430197
KOR,1996,60.455267
KOR,1997,62.806866
KOR,1998,63.315059
KOR,1999,67.94433
KOR,2000,69.634139
KOR,2001,70.7069
KOR,2002,74.020267
KOR,2003,75.858916
KOR,2004,78.204213
KOR,2005,80.614745
KOR,2006,82.999811
KOR,2007,86.761338
KOR,2008,89.827578
KOR,2009,91.23288
KOR,2010,95.472284
KOR,2011,97.03743
KOR,2012,97.204522
KOR,2013,98.398602
KOR,2014,99.550663
KOR,2015,100.0
KOR,2016,101.504316
KOR,2017,104.120408
KOR,2018,106.481783
KOR,2019,107.880735
KOR,2020,108.866591
KOR,2021,110.928902
KOR,2022,110.648282
LUX,1996,98.642423
LUX,1997,99.595124
LUX,1998,101.439308
LUX,1999,104.012485
LUX,2000,104.834162
LUX,2001,102.35405
LUX,2002,102.605768
LUX,2003,102.83693
LUX,2004,104.150262
LUX,2005,104.686944
LUX,2006,106.87531
LUX,2007,109.676172
LUX,2008,103.924951
LUX,2009,102.285587
LUX,2010,103.621242
LUX,2011,101.329726
LUX,2012,100.26308
LUX,2013,101.44291
LUX,2014,100.820267
LUX,2015,100.0
LUX,2016,101.962637
LUX,2017,100.246628
LUX,2018,98.53524
LUX,2019,97.798514
LUX,2020,99.940133
LUX,2021,98.485676
LUX,2022,96.45803
NLD,1985,84.681017
NLD,1986,85.291783
NLD,1987,85.662798
NLD,1988,86.760832
NLD,1989,88.120061
NLD,1990,89.021445
NLD,1991,89.458945
NLD,1992,88.93251
NLD,1993,89.628443
NLD,1994,90.906144
NLD,1995,90.094749
NLD,1996,90.441397
NLD,1997,92.066107
NLD,1998,93.693594
NLD,1999,95.077097
NLD,2000,97.153246
NLD,2001,97.440472
NLD,2002,97.337879
NLD,2003,97.728496
NLD,2004,98.864068
NLD,2005,100.42746
NLD,2006,101.568936
NLD,2007,101.823237
NLD,2008,101.946422
NLD,2009,98.716588
NLD,2010,100.143677
NLD,2011,100.526944
NLD,2012,99.719872
NLD,2013,99.657716
NLD,2014,100.26147
NLD,2015,100.0
NLD,2016,100.053127
NLD,2017,100.875361
NLD,2018,100.948985
NLD,2019,100.519703
NLD,2020,98.286588
NLD,2021,100.240322
NLD,2022,101.315848
NZL,1987,83.411071
NZL,1988,85.976623
NZL,1989,87.415582
NZL,1990,88.710708
NZL,1991,86.810283
NZL,1992,88.97256
NZL,1993,91.55936
NZL,1994,92.513771
NZL,1995,93.091159
NZL,1996,93.177952
NZL,1997,95.089432
NZL,1998,93.209779
NZL,1999,94.205648
NZL,2000,95.628272
NZL,2001,96.698437
NZL,2002,98.201647
NZL,2003,99.207193
NZL,2004,98.140478
NZL,2005,97.114287
NZL,2006,97.193679
NZL,2007,99.481469
NZL,2008,95.488321
NZL,2009,98.700554
NZL,2010,97.340764
NZL,2011,98.306269
NZL,2012,100.592567
NZL,2013,98.491999
NZL,2014,98.273163
NZL,2015,100.0
NZL,2016,99.424326
NZL,2017,99.619797
NZL,2018,101.206569
NZL,2019,100.172203
NZL,2020,100.498935
NZL,2021,102.085488
NZL,2022,100.780626
NOR,1990,80.822825
NOR,1991,83.674942
NOR,1992,86.289087
NOR,1993,88.236382
NOR,1994,91.540331
NOR,1995,94.268298
NOR,1996,97.099464
NOR,1997,99.199937
NOR,1998,98.624566
NOR,1999,98.824071
NOR,2000,101.384554
NOR,2001,103.531905
NOR,2002,104.480554
NOR,2003,106.299197
NOR,2004,107.864312
NOR,2005,108.379099
NOR,2006,107.218734
NOR,2007,105.010997
NOR,2008,101.134315
NOR,2009,99.543764
NOR,2010,99.21668
NOR,2011,98.175443
NOR,2012,98.766086
NOR,2013,98.679828
NOR,2014,99.10312
NOR,2015,100.0
NOR,2016,100.162466
NOR,2017,101.588997
NOR,2018,100.452514
NOR,2019,99.479943
NOR,2020,98.923068
NOR,2021,100.231083
NOR,2022,99.814906
PRT,1985,81.952959
PRT,1986,85.17651
PRT,1987,87.76172
PRT,1988,91.822731
PRT,1989,94.651188
PRT,1990,96.179305
PRT,1991,99.520559
PRT,1992,100.995906
PRT,1993,99.360992
PRT,1994,98.980154
PRT,1995,99.934309
PRT,1996,100.910003
PRT,1997,102.047951
PRT,1998,102.229699
PRT,1999,102.996075
PRT,2000,102.839677
PRT,2001,102.399632
PRT,2002,101.668745
PRT,2003,100.462503
PRT,2004,101.309662
PRT,2005,101.196788
PRT,2006,101.862799
PRT,2007,102.441966
PRT,2008,101.690662
PRT,2009,99.435994
PRT,2010,101.040329
PRT,2011,100.893691
PRT,2012,99.961893
PRT,2013,100.455238
PRT,2014,99.764584
PRT,2015,100.0
PRT,2016,100.333494
PRT,2017,101.387092
PRT,2018,101.466268
PRT,2019,102.607217
PRT,2020,100.623723
PRT,2021,101.973307
PRT,2022,106.896054
ESP,1985,94.133019
ESP,1986,95.059589
ESP,1987,96.137072
ESP,1988,97.341802
ESP,1989,98.348091
ESP,1990,97.70973
ESP,1991,97.59616
ESP,1992,98.814651
ESP,1993,99.626518
ESP,1994,101.610057
ESP,1995,101.957496
ESP,1996,102.459642
ESP,1997,102.090555
ESP,1998,101.453314
ESP,1999,100.787835
ESP,2000,100.95761
ESP,2001,100.662541
ESP,2002,100.180003
ESP,2003,99.828559
ESP,2004,99.533973
ESP,2005,99.379463
ESP,2006,99.373513
ESP,2007,99.541347
ESP,2008,98.49856
ESP,2009,98.196214
ESP,2010,99.039429
ESP,2011,99.014456
ESP,2012,98.727636
ESP,2013,98.734505
ESP,2014,98.889939
ESP,2015,100.0
ESP,2016,100.671266
ESP,2017,101.616916
ESP,2018,101.594754
ESP,2019,102.072539
ESP,2020,98.733522
ESP,2021,98.702427
ESP,2022,100.651779
SWE,1985,81.973345
SWE,1986,82.672495
SWE,1987,83.281428
SWE,1988,82.519597
SWE,1989,82.395527
SWE,1990,81.319127
SWE,1991,80.75637
SWE,1992,80.97237
SWE,1993,80.931579
SWE,1994,82.495068
SWE,1995,83.63781
SWE,1996,83.968357
SWE,1997,86.059201
SWE,1998,87.392831
SWE,1999,87.946404
SWE,2000,89.720844
SWE,2001,89.287297
SWE,2002,91.165117
SWE,2003,93.095439
SWE,2004,95.499129
SWE,2005,97.020627
SWE,2006,99.094338
SWE,2007,99.087126
SWE,2008,96.595632
SWE,2009,93.845644
SWE,2010,97.190304
SWE,2011,97.89045
SWE,2012,96.687332
SWE,2013,96.930847
SWE,2014,97.785028
SWE,2015,100.0
SWE,2016,99.238594
SWE,2017,99.443219
SWE,2018,99.272101
SWE,2019,100.585087
SWE,2020,99.684491
SWE,2021,101.920759
SWE,2022,101.532636
CHE,1992,96.586201
CHE,1993,96.039363
CHE,1994,95.810109
CHE,1995,95.936374
CHE,1996,96.370825
CHE,1997,97.774258
CHE,1998,97.943751
CHE,1999,96.517128
CHE,2000,98.292979
CHE,2001,98.956928
CHE,2002,98.008796
CHE,2003,96.688665
CHE,2004,96.824171
CHE,2005,98.141948
CHE,2006,99.825372
CHE,2007,100.895278
CHE,2008,101.093831
CHE,2009,97.886239
CHE,2010,99.889981
CHE,2011,99.291671
CHE,2012,99.043813
CHE,2013,100.066696
CHE,2014,100.716258
CHE,2015,100.0
CHE,2016,100.371097
CHE,2017,101.135372
CHE,2018,102.977894
CHE,2019,103.131586
CHE,2020,102.836162
CHE,2021,104.397601
CHE,2022,104.752916
GBR,1985,77.50546
GBR,1986,78.958807
GBR,1987,81.330709
GBR,1988,81.246035
GBR,1989,80.82623
GBR,1990,80.368981
GBR,1991,80.026197
GBR,1992,81.449776
GBR,1993,83.050942
GBR,1994,84.196049
GBR,1995,84.55219
GBR,1996,84.776257
GBR,1997,87.163098
GBR,1998,89.059725
GBR,1999,90.801672
GBR,2000,93.65412
GBR,2001,94.212766
GBR,2002,95.606932
GBR,2003,97.717273
GBR,2004,98.67287
GBR,2005,99.310555
GBR,2006,100.458784
GBR,2007,101.431172
GBR,2008,100.795299
GBR,2009,97.330465
GBR,2010,99.30104
GBR,2011,98.967158
GBR,2012,98.209085
GBR,2013,98.428995
GBR,2014,98.723203
GBR,2015,100.0
GBR,2016,99.545739
GBR,2017,100.868143
GBR,2018,101.034343
GBR,2019,101.213181
GBR,2020,98.961521
GBR,2021,98.952671
GBR,2022,99.878851
USA,1985,77.89597
USA,1986,78.830252
USA,1987,78.980618
USA,1988,79.584064
USA,1989,79.917043
USA,1990,80.442442
USA,1991,80.463225
USA,1992,82.503299
USA,1993,82.608712
USA,1994,83.234655
USA,1995,83.084365
USA,1996,84.392406
USA,1997,85.012535
USA,1998,86.003298
USA,1999,87.413927
USA,2000,88.656357
USA,2001,89.237805
USA,2002,90.640105
USA,2003,92.532876
USA,2004,94.347334
USA,2005,95.663413
USA,2006,95.947843
USA,2007,96.417352
USA,2008,96.497742
USA,2009,97.526531
USA,2010,99.468883
USA,2011,99.240059
USA,2012,99.375943
USA,2013,99.438932
USA,2014,99.572964
USA,2015,100.0
USA,2016,99.983952
USA,2017,100.502673
USA,2018,101.278359
USA,2019,101.968918
USA,2020,103.058726
USA,2021,104.678148
USA,2022,103.442936
IRL,1985,57.898912
IRL,1986,56.849594
IRL,1987,59.3241
IRL,1988,61.776891
IRL,1989,64.724284
IRL,1990,67.553344
IRL,1991,69.539775
IRL,1992,72.349603
IRL,1993,73.845534
IRL,1994,75.660244
IRL,1995,79.24387
IRL,1996,81.937246
IRL,1997,86.899784
IRL,1998,86.548343
IRL,1999,90.027825
IRL,2000,93.97289
IRL,2001,95.984527
IRL,2002,99.280162
IRL,2003,100.300084
IRL,2004,103.289172
IRL,2005,103.298282
IRL,2006,103.588134
IRL,2007,104.727568
IRL,2008,100.387051
IRL,2009,101.592071
IRL,2010,104.906819
IRL,2011,105.59897
IRL,2012,104.259638
IRL,2013,101.231084
IRL,2014,105.531742
ISR,1996,-0.125354
ISR,1997,-0.380773
ISR,1998,1.172502
ISR,1999,-1.364111
ISR,2000,3.043995
ISR,2001,-0.533419
ISR,2002,-2.492038
ISR,2003,0.402751
ISR,2004,3.640135
ISR,2005,0.944627
ISR,2006,2.55792
ISR,2007,0.859177
ISR,2008,-0.643092
ISR,2009,-1.631088
ISR,2010,2.566106
ISR,2011,2.4545
ISR,2012,-0.605956
ISR,2013,1.772582
ISR,2014,1.477751
ISR,2015,0.070747
ISR,2016,0.750813
ISR,2017,1.404342
ISR,2018,1.694425
ISR,2019,2.160997
ISR,2020,3.149881
ISR,2021,1.567876
ISR,2022,0.006064
ISR,1996,87.804756
ISR,1997,87.470419
ISR,1998,88.496011
ISR,1999,87.288827
ISR,2000,89.945895
ISR,2001,89.466106
ISR,2002,87.236576
ISR,2003,87.587923
ISR,2004,90.776241
ISR,2005,91.633738
ISR,2006,93.977656
ISR,2007,94.785091
ISR,2008,94.175536
ISR,2009,92.639449
ISR,2010,95.016676
ISR,2011,97.34886
ISR,2012,96.758969
ISR,2013,98.474101
ISR,2014,99.929303
ISR,2015,100.0
ISR,2016,100.750813
ISR,2017,102.165699
ISR,2018,103.896821
ISR,2019,106.142028
ISR,2020,109.485375
ISR,2021,111.201969
ISR,2022,111.208713
